HTS 02408	['c1(C[N@@H+]2CC[C@@H](NC(=O)CSCC(=O)[O-])CC2)c(F)cccc1Cl']	-7.5631146781397	-5.31136379953646	-5.66782888598419	-6.40922225933701	-4.97696372249869	-4.42522807641946
HTS 02408	['c1(C[N@@H+]2CC[C@@H](NC(=O)CSCC(=O)[O-])CC2)c(F)cccc1Cl']	-41.1581621170044	-37.8504257202148	-39.4204444885254	-38.1933686733246	-36.1391038894653	-29.9364681243896
HTS 03276	['c1(nc2c(s1)ccc(c2)Cl)N1CC[NH+](CC(=O)N(c2ccccc2)C2CCCCC2)CC1']	-7.39353045141319	-5.75590378870182	-5.59025084662926	-5.66326069168111	-5.42595692984325	-5.1417239688369
HTS 03276	['c1(nc2c(s1)ccc(c2)Cl)N1CC[NH+](CC(=O)N(c2ccccc2)C2CCCCC2)CC1']	-56.9126455783844	-46.4690051078796	-46.5709767341614	-46.6222558021545	-42.3033266067505	-36.1301238536835
S 13862	['N1(c2c(C=C[C@@H]1C#N)cc(cc2)C(C)C)C(=O)OCC']	-6.34065954759908	-5.20622858043719	-4.56505387417482	-5.30280476648602	-3.45050866210371	-4.72602702022773
S 13862	['N1(c2c(C=C[C@@H]1C#N)cc(cc2)C(C)C)C(=O)OCC']	-37.0361813902855	-32.1799955368042	-29.4549660384655	-29.2901082038879	-20.6769094467163	-27.0999491214752
SPB 01684	['c1(c(c(nn1C)C)[N+](=O)[O-])NC(=O)NNc1c(Cl)cccc1C']	-6.73847627495901	-4.42142096103982	-5.36158992912183	-4.63435439307682	-5.7032844751164	-4.08796928658038
SPB 01684	['c1(c(c(nn1C)C)[N+](=O)[O-])NC(=O)NNc1c(Cl)cccc1C']	-48.211109161377	-37.7421107292175	-41.9265313148499	-39.9159289598465	-39.8495616912842	-29.0105123519897
FM 00224	['C\\1(=N\\NC(=S)N)/[C@@H]2C[C@@H]3C[C@H]1C[C@H](C2)C3']	-6.61480163562578	-5.13680176091681	-4.70815223044563	-4.57614953259448	100	-4.12280819147593
FM 00224	['C\\1(=N\\NC(=S)N)/[C@@H]2C[C@@H]3C[C@H]1C[C@H](C2)C3']	-34.1212358474731	-29.7656812667847	-25.8076691627502	-9.11376428604126	0	-22.1963486671448
BTB 02114	['C12=C(OC3=C([C@H]1c1sc([N+](=O)[O-])cc1)C(=O)CC(C3)(C)C)CC(CC2=O)(C)C']	-5.33254204395773	-3.83367259147901	-3.5756368369388	-3.53579095004961	-1.88564531510246	-2.94338615429785
BTB 02114	['C12=C(OC3=C([C@H]1c1sc([N+](=O)[O-])cc1)C(=O)CC(C3)(C)C)CC(CC2=O)(C)C']	-41.694935798645	-36.8524270690978	-31.4484198093414	-32.6310436725616	-19.4879518598318	-26.9613263607025
RF 00689	['c12c(c(n[nH]2)N)c(cc(n1)NNC(=O)NC)C']	-8.31373676324109	-5.83004426767515	-6.87472616777488	-6.81196333307331	-5.46979811794892	-5.32185036822512
RF 00689	['c12c(c(n[nH]2)N)c(cc(n1)NNC(=O)NC)C']	-43.4927997589111	-40.324670791626	-38.9504232406616	-41.2691950798035	-31.07954454422	-34.3783679008484
KM 02008	['S(=O)(=O)(c1sccc1)Nc1c(SCCS(=O)(=O)c2ccc(cc2)Cl)cccc1']	-7.86985405308588	-5.32621322345096	-5.69986084395969	-6.08030910980712	-5.22105439056108	-5.19255233675246
KM 02008	['S(=O)(=O)(c1sccc1)Nc1c(SCCS(=O)(=O)c2ccc(cc2)Cl)cccc1']	-60.8438518047333	-47.0431594848633	-48.2146544456482	-50.0849165320396	-46.328106880188	-48.1726288795471
KM 07389	['n1(c(nnc1SCC(=O)Nc1c(cc(cc1)Cl)Cl)Cc1nn(c(=O)c2c1cccc2)C)C']	-8.86855954386998	-7.03579130536215	-6.73543064778437	-6.91572172806719	-7.27488750804738	-5.62451132493836
KM 07389	['n1(c(nnc1SCC(=O)Nc1c(cc(cc1)Cl)Cl)Cc1nn(c(=O)c2c1cccc2)C)C']	-58.0831661224365	-52.9456768035889	-47.1428799629211	-54.4774868488312	-52.8976812362671	-49.9914593696594
JFD 01036	['C(C(F)(F)F)(C(F)(F)F)(NC(=O)C)Nc1ccc(S(=O)(=O)N)cc1']	-6.96066333617108	-4.62334763340574	-5.8509568170658	-5.62042281276972	-5.65567100177118	-4.47903251407246
JFD 01036	['C(C(F)(F)F)(C(F)(F)F)(NC(=O)C)Nc1ccc(S(=O)(=O)N)cc1']	-43.4894571304321	-37.9852614402771	-36.5099468231201	-38.5893821716309	-35.0511713027954	-31.5348796844482
BTB 11803	['n1(c(=O)c(c(c(c1c1ccccc1)CC)O)c1ccccc1)c1ccccc1']	-8.22889791245007	-5.60536421577947	-6.24519990450194	-7.2275934897174	-3.30270486142831	-5.87844660897827
BTB 11803	['n1(c(=O)c(c(c(c1c1ccccc1)CC)O)c1ccccc1)c1ccccc1']	-41.9513969421387	-36.4412846565247	-38.6502596139908	-22.0879080295563	-25.9276162683964	-32.3832011222839
RJC 02636	['C(NC(=O)c1c(OCC)cccc1)(Nc1ncccn1)(C(F)(F)F)C(F)(F)F']	-6.95530646455863	-5.03714120721066	-5.11260616637044	-5.37706514220858	-4.8106543529722	-4.98384916070309
RJC 02636	['C(NC(=O)c1c(OCC)cccc1)(Nc1ncccn1)(C(F)(F)F)C(F)(F)F']	-45.8766438961029	-39.1284251213074	-39.1612150669098	-34.6668088436127	-31.4223313331604	-33.6043586730957
BTB 13461	['S1(=O)(=O)[C@@H]([C@@H](c2ccccc2)[NH2+][C@@H]([C@@H]1C(=O)OC)c1ccccc1)C(=O)OC']	-5.11119100823489	-3.01669411506337	-3.32352426588257	-3.83545573514394	-2.70366940133174	-2.90625565795612
BTB 13461	['S1(=O)(=O)[C@@H]([C@@H](c2ccccc2)[NH2+][C@@H]([C@@H]1C(=O)OC)c1ccccc1)C(=O)OC']	-38.5459022521973	-34.9936952590942	-25.743479013443	-31.1184425354004	-23.5711965560913	-26.3119157552719
KM 08403	['S(=O)(=O)(c1c2nsnc2ccc1)/N=[S@@](\\c1c(C(F)(F)F)ccc[nH+]1)/C']	-6.2459323267626	-5.09069865712319	-3.80910783333458	-3.13944149479933	-3.31808756157304	-4.66848931204979
KM 08403	['S(=O)(=O)(c1c2nsnc2ccc1)/N=[S@@](\\c1c(C(F)(F)F)ccc[nH+]1)/C']	-45.1770002841949	-36.8309881687164	-35.9553732872009	-26.4580564498901	-28.32972240448	-36.9324522018433
HTS 01108	['c1(c(c(n(n1)C)NC(=O)CSCC(=O)[O-])c1cc(C(F)(F)F)ccc1)C(F)(F)F']	-8.62570238426691	-5.67246567834716	-6.30417273073091	-7.02827185852135	-4.10585265602935	-5.92490228884555
HTS 01108	['c1(c(c(n(n1)C)NC(=O)CSCC(=O)[O-])c1cc(C(F)(F)F)ccc1)C(F)(F)F']	-49.5914220809937	-43.7607941627502	-47.2739682197571	-39.477543592453	-27.5209255218506	-36.6970291137695
RF 02109	['c1([C@]23C[C@H]4C[C@@H](C3)C[C@@H](C2)C4)nc(c(c(n1)C)Cl)O']	-7.0022717000796	-5.54607259843487	-5.38847004594483	-5.63008198620772	100	-5.30021970448428
RF 02109	['c1([C@]23C[C@H]4C[C@@H](C3)C[C@@H](C2)C4)nc(c(c(n1)C)Cl)O']	-31.6072628498077	-27.0252704620361	-24.6665539741516	-15.1898612976074	0	-28.0168790817261
RH 00442	['N1(C(=S)N[C@H]2[C@H]3[C@H]4[C@@H]([C@H](C3)C2)CC=C4)c2c(cc([N+](=O)[O-])cc2)CC1']	-6.99507190491192	-4.44736579183484	-5.39705770104638	-5.60832271729163	-4.08652397154056	-4.552265267612
RH 00442	['N1(C(=S)N[C@H]2[C@H]3[C@H]4[C@@H]([C@H](C3)C2)CC=C4)c2c(cc([N+](=O)[O-])cc2)CC1']	-44.2393822669983	-38.9942096471786	-39.7757797241211	-36.3299360275269	-31.6438384056091	-31.7852875888348
SPB 04003	['n1c(c(=O)ccn1c1ccc(C(F)(F)F)cc1)C(=O)/C=C/N(C)C']	-8.84550738452215	-6.97662771488824	-7.36964570332123	-7.06742550457499	-5.50930330175975	-6.45039656481213
SPB 04003	['n1c(c(=O)ccn1c1ccc(C(F)(F)F)cc1)C(=O)/C=C/N(C)C']	-48.9128923416138	-41.3145968019962	-42.158773124218	-44.9265964031219	-31.9322693347931	-40.1545677185059
BTBG 00203	['[C@@]12(c3ccc(cc3)OC)C[C@H]3C[C@@H](C1)C[C@@H](C2)C3']	-6.65042874370824	-4.24117929655997	-4.55661880170421	-4.34602758479608	-4.36367815889119	-3.89368685616002
