lines	15882
Files	2
RH 01865	['c1([nH]c2c(c1)cccc2)C(=O)OCC']	-6.512	-7.329
BTB 08359	['S(=O)(=O)(c1cc(ccc1Cl)Cl)NNC(=O)COc1ccc(SC(F)(F)F)cc1']	-6.618	-5.158
SPB 04135	['c1(noc(c1)C)/C(=N/OC(=O)c1cc(Cl)ccc1)/N']	-5.269	-6.413
S 13541	['n12c3c(c4c(c[nH+]3)cccc4)[nH+]c1ccc(c2)C']	-6.268	-6.352
BTB 07256	['C(c1ccc(C(=O)O/N=C(/c2[nH]ccc2)\\C)cc1)(F)(F)F']	-7.444	-5.805
KM 10139	['c1(c(NC(=O)Nc2cc(C(F)(F)F)ccc2)cccc1Cl)SC(C)C']	-5.931	-4.801
RH 01862	['C(=O)(N(CCCCCc1cc(OC)ccc1)C)N']	-2.851	-3.737
GK 00961	['c1(c(ccs1)C)/C=C/NC(=O)Nc1c(cc(cc1)F)F']	-6.445	-5.305
BTB 13490	['c1(n(nc(c1[N+](=O)[O-])C)c1ccccc1)N1CCOCC1']	-7.377	-7.519
BTB 09218	['c1(nc(sc1)C)c1cc(c(Sc2ccccc2)[nH+]c1C)C#N']	-6.944	-5.808
BTB 13496	['n12C(=O)/C(=N/Nc3c4c(c(nnc4[nH]n3)c3ccccc3)c3ccccc3)/C(=O)N=c1cccc2']	-5.877	-5.442
FV 00183	['c1(c(oc2c1cccc2)C)CC(=O)NNC(=S)Nc1cc(C(F)(F)F)ccc1']	-5.822	-5.656
NH 00191	['C(=S)(NC(=O)OCC)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1']	-6.832	-5.684
NH 00192	['C(=S)(NC(=O)OCC)N1CCCC1']	-5.628	-6.647
NH 00193	['C(=S)(NC(=O)OCC)N1CCOCC1']	-5.918	-7.298
BTB 09217	['c1(nc(sc1)C)c1cc(c(OC)[nH+]c1C)C#N']	-5.832	-5.712
KM 03270	['S(=O)(=O)(NNC(=O)c1nc(CS(=O)(=O)Cc2occc2)sc1)c1ccc(cc1)Cl']	-7.399	-6.683
BTB 06934	['c1(oc(nn1)c1cc(c(cc1)Cl)Cl)c1c([N+](=O)[O-])cccc1']	-6.176	-6.026
DP 00986	['N1C(=NN[C@@H]1c1ccc(cc1)[NH+](C)C)SC']	-6.337	-5.702
CD 10009	['c1([N+](=O)[O-])c(c(C#N)c(NCC(OC)OC)cc1)NCC(OC)OC']	-5.687	-5.023
CD 10005	['c1(c(n(nc1C)C)C)NC(=O)/C(=C\\N(C)C)/C#N']	-6.047	-6.328
RJC 04052	['[N+](=O)(c1c(/C=C/[NH+]2CCCC2)cccc1OC)[O-]']	-7.244	-6.348
AW 01034	['c1(nc(C(F)(F)F)ccn1)N1CCC(NC(=O)Nc2c(cc(cc2)CCCC)C)CC1']	-4.711	-4.19
CD 10003	['C(=C)(n1c[nH+]cc1)c1c(O)cccc1']	-6.595	-6.002
JA 00025	['C(=C\\c1ccc(c2ccccc2)cc1)(/C(=O)N)\\C#N']	-5.842	-5.47
SCR 00552	['c1(c2c(cc(c1)F)COCO2)C(=O)NCc1n(ccc1)C']	-6.468	-6.694
SCR 00556	['c1(c2c(cc(c1)F)COCO2)C(=O)NCc1nc(sc1)c1sccc1']	-7.348	-6.022
BTB 02634	['C1(=S)NCN(CN1)C[C@H]1CCC[N@@H+]1CC']	-5.211	-4.253
BTB 02635	['C1(=S)NCN(CN1)CCN1CCCC1']	-5.036	-4.082
BTB 02636	['[C@@H]1([C@H](SC/C/1=N\\O)C(=O)OC)C(=O)OC']	-4.599	-4.163
SCR 00631	['c1(nc(sc1)c1ccccc1)C(=O)N(Cc1cccc[nH+]1)Cc1cccc[nH+]1']	-5.73	-6.098
BTB 02630	['c1(C(=O)NC2CCCCC2)c(N(C(=O)CSc2ccc(Cl)cc2)C)cccc1']	-7.593	-7.389
RJC 03838	['O(c1c(OC)cccc1)c1cc(ccc1)C']	-6.347	-6.284
KM 08683	['c1(C(=O)O/N=C(/c2nccnc2)\\N)oc(C#Cc2ccccc2)cc1']	-6.775	-5.695
GK 02527	['c1(sc(cc1/N=C/c1ccc(cc1)O)C(C)(C)C)C#N']	-6.405	-6.934
HTS 06187	['S(=O)(=O)(c1ncn(c1)C)Oc1c(cccc1)[NH+]1CCCCC1']	-6.29	-5.14
SEW 04415	['c1(C(=O)NNC(=O)c2c(F)cccc2F)c(F)cccc1F']	-6.001	-6.624
CD 11710	['S1(=O)(=O)C(=C(C[C@H]([C@H]1C#N)c1cc(C(F)(F)F)ccc1)C)C#N']	-4.076	-4.453
CD 11716	['n1(c(c(cn1)/C(=N/OC(=O)c1ccccc1)/C)C)c1nc(cc(C(F)(F)F)c1)C']	-5.776	-6.763
SEW 00893	['[N+](=O)(c1c(NN=C(C#N)C#N)ccc(c1)OC)[O-]']	-5.215	-4.83
SEW 00895	['N1(C(=O)CC(=N1)C)c1ccc(c2nnsc2)cc1']	-5.606	-6.578
CD 05069	['c1(NC(=O)Nc2cc(Cl)ccc2)oc(cc1)CSc1ccc(Cl)cc1']	-6.272	-6.43
SEW 00896	['[N+](=O)(c1ccc(/C=C/c2c3sccc3ccn2)cc1)[O-]']	-6.059	-6.146
SEW 00899	['c1(nc(no1)C[NH+]1CCOCC1)c1c(onc1C)C']	-5.719	-4.957
NH 00227	['S(=O)(=O)(c1cc(ccc1OC)OC)Nc1cc(Cl)ccc1']	-5.332	-5.291
HTS 00027	['c1(nc(c2sc(cc2)Cl)cs1)N(C(=O)c1ccc(cc1)F)C']	-6.011	-7.204
NH 00222	['S(=O)(=O)(/N=C(/NCC(C)C)\\SC)c1cc(ccc1OC)OC']	-5.287	-5.363
HTS 00021	['C(c1cnc(N2CC[NH+](CC(=O)Nc3cc4c(OCO4)cc3)CC2)cc1)(F)(F)F']	-5.173	-6.504
NH 00220	['C(=S)(NCc1occc1)NCC(C)C']	-5.985	-6.269
HTS 05503	['c1(c(cc(o1)C)NC(=O)Nc1cc(S(=O)(=O)N)ccc1)C(F)(F)F']	-7.866	-6.522
BTB 00984	['S(=O)(=O)(N(c1ccc(cc1)F)Cc1cc2c(OCO2)cc1)c1cc(C(F)(F)F)ccc1']	-5.548	-7.082
HTS 02872	['n1(c(coc1=O)c1ccc(cc1)F)c1ccc(cc1)CCCC']	-9.148	-6.264
SEW 00878	['C(=O)(Nc1ccccc1)O/N=C/c1cc(c(cc1)F)Cl']	-6.266	-5.678
RJF 00618	['n1c(nc(cc1O)C)c1ccccc1']	-7.613	-6.567
RJF 00619	['C(c1c(NC(=S)NNC(=O)C2CC2)cccc1)(F)(F)F']	-7.12	-6.081
PD 00660	['N1(C(=O)/C(=C\\c2occc2)/NC(=O)C1)C(=O)C']	-7.324	-7.742
PD 00661	['c\\1(=C\\c2ccc(OC(F)(F)F)cc2)/[nH]c(=O)/c(=C\\c2ccc(OC(F)(F)F)cc2)/[nH]c1=O']	-5.641	-5.962
PD 00665	['C(=O)(Nc1ccc(C(=O)C)cc1)CSCC(=O)[O-]']	-6.691	-5.258
PD 00666	['N(C(=S)Nc1cc2c(cc1)CCC2)C(=O)c1ccccc1']	-7.569	-7.677
JFD 01160	['C(=O)([C@H](C1CCCCC1)[NH3+])[O-]']	-5.0	-5.642
HTS 01993	['C(c1ccc(C(=O)Nc2cc(c3ocnc3)ccc2)cc1)(F)(F)F']	-5.967	-6.723
HTS 01992	['[C@H]1(Oc2c(OC1)cccc2)C(=O)Nc1cc(c2ocnc2)ccc1']	-7.242	-5.622
DSHS 00509	['C\\1(=C/[C@H]2[C@@](C(=O)[O-])(CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(CC=CC2)C)C)/Nc2c(C1=O)cccc2']	-3.658	-3.67
NRB 02918	['C\\1(=N\\Nc2ccc(cc2)[NH+]2CCCCC2)/c2c(C=CC1=O)cccc2']	-5.873	-7.088
HTS 05470	['c1(C(=O)[O-])c(SCC(=O)NCc2cc3c(OCO3)cc2)cccc1']	-6.223	-6.151
RF 00409	['c1(c([nH+]c(c(c1C)CCC#N)C)[S-])C#N']	-5.982	-4.619
HTS 06972	['c1(sc2c(c1C)cccc2)C[N@@H+]1CC[C@H](CC1)[NH+]1CCCCC1']	-6.23	-5.62
DSHS 00501	['C(=O)(c1ccc(/N=C/c2sccc2)cc1)[O-]']	-5.886	-6.64
HTS 13416	['n12c(nc(c1c1ccccc1)c1ccccc1)s/c(=C\\c1oc(cc1)C)/c2=O']	-6.025	-7.326
MWP 00234	['c1(c2c(sc1)ccc(c2)Cl)C/C(=N/OC(=O)NC)/N']	-7.531	-7.354
CD 07775	['c1(c(c(cc(c1)Cl)Cl)O)/C=N/N(C(=S)SC)C']	-5.932	-5.265
RDR 02110	['C(=N\\c1cc(c(cc1C)C)C)(/N(C)C)\\NN']	-5.748	-6.102
BTB 00185	['S(=O)(=O)(c1ccc(/N=C/c2ccc(cc2)[NH+](C)C)cc1)N']	-6.621	-6.151
BTB 00187	['S(=O)(=O)(Nc1nc(cc(n1)C)C)c1ccc(/N=C/c2cc(c(c(c2)OC)OC)OC)cc1']	-3.622	-5.355
RJC 01999	['[C@@](NC(=O)Nc1ccccc1)(C(F)(F)F)(Nc1c(OC)cccc1)C(=O)OCC']	-3.166	-4.279
BTB 00183	['S(=O)(=O)(c1ccc(/N=C/c2c(O)cccc2)cc1)N']	-7.034	-6.466
CD 03934	['C(=O)(c1c(C(=O)[O-])cccc1)O[C@@H](CC[C@@H](OC(=O)c1c(C(=O)[O-])cccc1)C)C']	-7.204	-4.061
BTB 08168	['N(S(=O)(=O)C)(c1ncc(C(F)(F)F)cc1Cl)Cc1ccc(Cl)cc1']	-5.36	-4.288
KM 02052	['c1(c(sc(c1C)C(=O)OC)SC)c1[nH]ncc1']	-7.1	-6.375
S 04747	['c1(/C(=N/CCCCCCC)/C)c(O)cccc1']	-3.615	-3.542
S 04210	['c1(c(ccc(c1)Br)O)/C=N/Cc1ccc(C#N)cc1']	-7.746	-6.878
HTS 07621	['c12c(n(nc2C)c2ccccc2)[nH]c(=O)c(c1c1ccc(cc1)OC)C#N']	-6.072	-6.702
CD 03933	['c1(C(=O)NCCCn2cccc2)c(F)cccc1F']	-5.859	-5.907
DSHS 00342	['N1([C@@H]2N(C(=O)c3c2cccc3)CCC1)C(=O)c1c(noc1C)c1c(Cl)cccc1']	-6.095	-4.807
S 11032	['C1(=C(NC(=S)N[C@@H]1c1c(F)cccc1Cl)C)C(=O)OCC']	-4.43	-4.005
BTB 08166	['S(=O)(=O)(NCc1ccc(Cl)cc1)C']	-6.171	-6.534
KM 03591	['c1(c(sc(c1C)C#N)SC)C(=O)/C=C/N(C)C']	-6.4	-6.003
GK 02038	['c1(nc(c(C(=O)OCc2ccc(Cl)cc2)cn1)C(F)(F)F)N1C[C@@H](O[C@@H](C1)C)C']	-3.537	-4.879
HTS 05536	['C(=O)(NNc1cc(Cl)ccc1)C1CCCCC1']	-6.416	-5.2
RF 01869	['n1c(noc1C1CC1)c1ccc(OCc2ccc(Cl)cc2)cc1']	-6.513	-6.013
AW 00343	['C(=C\\N(C)C)(\\C#N)/c1cc(C(F)(F)F)ccc1']	-6.923	-6.686
AW 00342	['S(=O)(=O)(c1c(c(Cl)ccc1)Cl)N1CCN(C(=O)c2sccc2)CCC1']	-6.517	-5.247
RJC 00562	['C(=C\\N(/N=C/c1ccccc1)C)(/C(=O)OCC)\\C#N']	-6.182	-6.465
RJC 00564	['N(C(=O)c1ccc(cc1)Cl)[C@H](C(=O)[O-])c1ccccc1']	-6.17	-5.792
AW 00613	['[N+](=O)(c1c(N2CCN(C(=S)Nc3cc(c(cc3)C)Cl)CCC2)nccc1)[O-]']	-6.504	-5.466
S 13962	['N1(C(=O)C2(c3c1ccc(c3)Br)OCCO2)C[NH+]1CCCCC1']	-6.871	-5.8
KM 10007	['N1(C(=O)N(C(=O)C(=CNc2cc(C(F)(F)F)ccc2)C1=O)C)C']	-7.259	-7.713
SPB 06022	['N(=C(\\C(F)(F)F)/N)\\C(=C(C#N)C#N)SC']	-4.365	-3.37
KM 10003	['c12c(c(cc(c1ccc[nH+]2)Cl)I)OC']	-5.247	-4.612
CD 08497	['c1([N+](=O)[O-])cc([N+](=O)[O-])ccc1Sc1nc(cs1)C(C)(C)C']	-6.514	-5.339
RDR 03893	['n1c(snc1c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCOCC1']	-6.54	-6.066
CD 05681	['n1(nc(cc1C)C)c1c(C#N)c(Cl)ccc1']	-6.541	-6.42
BTB 10915	['c12c([nH]c3c1cccc3)C[NH2+][C@@H](C2)C(=O)[O-]']	-5.996	-5.359
DSHS 00762	['S(=O)(=O)(Nc1c(Sc2c([N+](=O)[O-])cc(cc2)Cl)cccc1)c1ccc(cc1)F']	-5.888	-6.189
NRB 00964	['[N+](=O)(c1ccc(CC(=O)NNC(=S)NCC=C)cc1)[O-]']	-3.486	-4.308
CD 11840	['o1c(ccc1C(=O)C)c1cc(c(cc1)F)Cl']	-7.445	-6.686
BTB 00364	['C(=O)(c1c[nH+]ccc1)N/N=C/c1occc1']	-6.362	-6.465
BTB 00365	['C(=O)(c1c[nH+]ccc1)N/N=C/c1sccc1']	-6.267	-6.32
RJC 02057	['[N+](=O)(c1ccc(C[C@@H](C(=O)[O-])[NH3+])cc1)[O-]']	-5.983	-4.838
SPB 07211	['c1(sc(Sc2sc(nn2)SC)nc1)[N+](=O)[O-]']	-5.816	-5.382
SPB 07214	['c1(c(nc([nH]c1=O)COc1c(Cl)cccc1)C(=O)OCC)C']	-6.282	-6.04
SPB 07215	['c1(sc(nc1)Oc1ccc(/C(=N/Nc2ccccc2)/C)cc1)[N+](=O)[O-]']	-6.517	-5.548
RH 00460	['N1(c2c(cc([N+](=O)[O-])cc2)CC1)C(=O)CCSc1cc(ccc1Cl)Cl']	-7.102	-7.237
RH 00461	['N1(c2c(cc([N+](=O)[O-])cc2)CC1)C(=O)CCSc1nc2c(o1)cccc2']	-7.661	-7.062
BTB 11531	['[S@](=O)(c1c(C(=O)[O-])cc(cc1)Cl)c1c(C(=O)NC)cccc1']	-5.453	-4.429
DSHS 00344	['N12[C@@H](N(C(=O)c3cc(c(c(c3)OC)OC)OC)CCC2)c2c(C1=O)cccc2']	-6.251	-5.209
CD 01948	['[C@@](c1c(N)cccc1)(Cc1ccccc1)(c1ccccc1)O']	-6.365	-4.993
RH 00468	['n1(c(c(cn1)C(=O)OCC)N)C(=O)COc1c(cc(C(C)(C)C)cc1)C(C)(C)C']	-5.637	-4.644
MBE 00087	['s1c(C(=O)Nc2c(cc(cc2)F)F)ccc1c1ccc(cc1)Cl']	-6.919	-7.032
BTB 06026	['c1(nc(sc1)c1ccc(cc1)Cl)C(=O)OCC']	-6.487	-5.98
CD 01942	['S(=O)(=O)(c1ccc(C(=O)Nc2ccc(F)cc2)cc1)N(CCC)CCC']	-5.443	-5.771
DP 01089	['[N+](=O)(c1cc(C(=O)NNC(=O)c2occc2)c(cc1)N)[O-]']	-6.474	-6.486
HTS 01370	['c1(n(nc(c1)C(C)(C)C)Cc1cc(ccc1)C)C(=O)Nc1cc2c(OCO2)cc1']	-5.748	-6.604
KM 08718	['C(=C(Nc1ccc(Cl)cc1)SC)(C(=O)OCC)C(=O)OCC']	-5.514	-5.325
RJC 03450	['c12c(c(c3c(n1)cccc3)N1CCOCC1)CCc1c2ccc(c1)OC']	-7.129	-6.844
RJC 03451	['c1(cc(nc2c1cccc2)c1sccc1)N1CCOCC1']	-7.062	-6.978
SEW 03261	['[N+](=O)(c1c(ccc(C(F)(F)F)c1)C(=O)C)[O-]']	-6.689	-6.441
KM 00586	['C(=C\\C#N)(\\Nc1c(cc(cc1)F)F)/c1c(Cl)cccc1']	-6.947	-6.033
RJC 00907	['N1(C(=O)C[NH+]2CCOCC2)[C@@H](c2c(CC1)cccc2)CNC(=O)C1CCCCC1']	-6.008	-6.287
SEW 00797	['S(=O)(=O)(Nc1ccc(c2nnsc2)cc1)c1ccc(cc1)Cl']	-5.714	-4.936
GK 01712	['S(=O)(=O)(Nc1nc(nc(c1)c1ccc(cc1)F)N)c1cc(C(F)(F)F)cc(C(F)(F)F)c1']	-6.46	-6.032
