lines	15892
Files	6
BTB 02399	['n1(c(nc2c(c1=O)cccc2)S)NC(=O)c1cnccc1']	-46.3354015350342	-41.6456155776978	-45.4054517745972	-46.7218985557556	-33.5480952262878	-37.2509188652039
RF 04154	['n1c(c2c(C(F)(F)F)cc[nH+]c2)noc1c1ccccc1']	-36.7885589599609	-33.246518611908	-37.9489521980286	-42.2241678237915	-32.3726819753647	-31.2394063472748
CD 09023	['C(=O)(N([C@H](C(=O)OCC)C)Cc1ccccc1)Nc1ccc(Cl)cc1']	-47.2593381404877	-42.1065359115601	-49.0506138801575	-44.0093367099762	-35.0054898262024	-31.1746883392334
BTB 12453	['S(=O)(=O)(c1cc2c(c3c(C2)cc(S(=O)(=O)OCCC(C)C)cc3)cc1)OCCC(C)C']	-49.5080528259277	-46.7866554260254	-43.6469196081162	-42.7197463810444	-35.6853785514832	-40.5259351730347
HTS 07099	['c1(C(=O)N2CCC(C(=O)[O-])CC2)cc2c(nsn2)cc1']	-39.728551864624	-36.4882547855377	-34.9287843704224	-46.8953170776367	-34.1671085357666	-29.4771361351013
HTS 13253	['C1(=Cc2c(nn(c2)c2ccccc2)c2sccc2)C(=O)N(C(=O)N(C1=O)C)C']	-20.2968034744263	-48.6869502067566	-37.1179466247559	-42.4372758865356	-36.0881555080414	-39.5551897287369
HTS 13251	['C1(=Cc2c(CC1)cccc2)[NH+]1CC[C@@H](Cc2ccccc2)CC1']	-38.5837132930756	-33.8972917795181	-38.3455476760864	-37.8975692987442	-28.7386356592178	-30.3186262249947
S 07583	['C([C@H](NC(=O)Cc1c2c(ccc1)cccc2)C(=O)[O-])C(=O)[O-]']	-41.2468795776367	-36.2629652023315	-36.9138479232788	-36.7293581962585	-30.302942276001	-23.4170904159546
NRB 02689	['c1(cc(=S)c2c(o1)cccc2)c1ccccc1']	-37.3462057113647	-33.0511436462402	-33.7528704702854	-39.3781831264496	-27.2810859680176	-32.0785574913025
RJC 00027	['C\\1(=N\\C(=N)N)/NC(=O)CS1']	-30.7320375442505	-30.5648603439331	-29.7633972167969	-30.270170211792	-27.1832242012024	-28.3712425231934
RJC 00021	['n1(c(=S)[nH]nc1C)/N=C\\c1cc(c(c(c1)OC)OC)OC']	-32.6173247173429	-36.7612314224243	-42.1907804012299	-37.5951871871948	-29.6130933761597	-31.4874921441078
KM 01806	['C(=C\\Nc1noc(c1)C)(/C(=O)c1sccc1)\\C#N']	-41.1722207069397	-37.2805480957031	-39.7672679424286	-43.8014035224915	-36.9599995613098	-33.2721676826477
RJC 02873	['c1(n2c(nc1c1ccccc1)cccc2)Sc1c(C(=O)OC)cccc1']	-39.4193060398102	-38.3903881311417	-37.0268783569336	-47.2806911468506	-23.8645122051239	-35.8548926115036
KM 01804	['C(=C\\Nc1noc(c1)C)(/C(=O)c1ccc(cc1)Cl)\\C#N']	-43.7662715911865	-36.1309518814087	-38.7481479644775	-48.9789476394653	-31.7334921360016	-34.6591393947601
SEW 05144	['c1(NC(=O)C[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)c(F)cccc1F']	-30.5075037479401	-29.117369890213	-29.7999176979065	-19.0027649402618	-20.7744834423065	-27.3006057739258
SEW 05146	['C(=S)(Nc1c(cc(C(F)(F)F)cc1)Cl)N1CCSCC1']	-36.84525847435	-39.0895881652832	-36.202094912529	-45.8135838508606	-30.1808881759644	-32.7900280952454
RJC 02878	['C1(=O)[C@@H]2C[C@@H](C(=O)[O-])C[C@@H]1CC=C2']	-21.3563356399536	-19.1899369955063	-21.6790206432343	-19.5349316745996	-13.8614834547043	-17.4065892696381
RJF 01866	['c1(nn(nn1)CC(=O)NNS(=O)(=O)C)c1c(C(F)(F)F)cccc1']	-50.7587156295776	-47.1276960372925	-47.4850306510925	-46.0774598121643	-37.5626697540283	-36.7128448486328
CD 03335	['n1c(scc1c1cc([N+](=O)[O-])ccc1)NNC(=O)c1c(Cl)cccc1']	-48.004406452179	-46.7416245937347	-50.8398802280426	-50.5351191163063	-42.8073468208313	-43.5690293312073
RJC 01992	['C(=O)(N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccccc1)C)OC(C)(C)C']	-38.9520773887634	-36.1963052749634	-37.153537273407	-41.1978135108948	-32.1705849170685	-31.648793399334
